Brands,Colors,Rating,Selling Price,Discount,Type,Memory_MB,Storage_MB,Cluster
Apple,Silver/Gray,4.4,34900.0,0.0,Upper mid-range,2048.0,32768.0,0
vivo,Blue,4.4,15990.000000000002,0.0,Mid-range,4096.0,32768.0,1
realme,White,4.3,29999.0,2000.0,Upper mid-range,8192.0,262144.0,4
LG,Other,4.1,6590.0,0.0,Entry-level,1536.0,8192.0,2
LG,Black,4.0,7690.0,109.0,Entry-level,3072.0,32768.0,3
SAMSUNG,Black,4.4,24600.0,0.0,Mid-range,6144.0,131072.0,1
Motorola,Black,4.3,15999.0,0.0,Mid-range,4096.0,65536.0,3
realme,Green,4.5,20999.0,0.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Blue,4.2,6500.0,0.0,Entry-level,1024.0,8192.0,1
Nokia,Gold/Yellow,4.0,18300.0,0.0,Mid-range,4096.0,65536.0,3
GIONEE,Gold/Yellow,3.8,6600.0,0.0,Entry-level,3072.0,32768.0,0
POCO,Red,4.4,10499.0,2500.0,Mid-range,6144.0,65536.0,4
HTC,White,4.1,27390.000000000004,0.0,Mid-range,1536.0,8192.0,2
Nokia,Black,4.1,1344.0,0.0,Entry-level,32.0,2.0,3
realme,White,4.2,32999.0,2000.0,Upper mid-range,12288.0,262144.0,4
Nokia,White,4.3,15999.0,0.0,Mid-range,4096.0,65536.0,2
ASUS,Other,4.0,17999.0,0.0,Mid-range,3072.0,32768.0,0
realme,Blue,4.5,16999.0,1000.0,Mid-range,8192.0,131072.0,1
Apple,Other,4.4,44999.0,0.0,Upper mid-range,1024.0,65536.0,0
Xiaomi,Black,4.3,22950.0,1248.0,Mid-range,6144.0,131072.0,1
realme,Black,4.5,12999.0,2000.0,Mid-range,4096.0,131072.0,1
SAMSUNG,White,4.2,33500.0,0.0,Upper mid-range,2048.0,32768.0,4
GIONEE,Gold/Yellow,3.9,13649.0,0.0,Mid-range,3072.0,32768.0,0
HTC,White,3.8,12570.000000000002,0.0,Mid-range,2048.0,16384.0,2
realme,Silver/Gray,4.4,8999.0,2000.0,Mid-range,3072.0,32768.0,4
Nokia,Other,3.7,7299.0,0.0,Entry-level,2048.0,16384.0,2
Nokia,White,4.0,17000.0,0.0,Mid-range,4096.0,32768.0,2
Xiaomi,Blue,4.2,13499.0,3500.0,Mid-range,6144.0,131072.0,1
SAMSUNG,White,4.0,14700.0,0.0,Mid-range,1024.0,8192.0,4
LG,Other,4.1,9999.0,0.0,Entry-level,2048.0,16384.0,2
GIONEE,Gold/Yellow,3.7,4290.0,0.0,Entry-level,1024.0,16384.0,0
OPPO,Blue,4.4,10990.0,0.0,Mid-range,3072.0,16384.0,3
realme,Blue,4.3,37999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
Motorola,Other,4.2,5450.0,0.0,Entry-level,3072.0,16384.0,2
SAMSUNG,White,3.9,4890.0,0.0,Entry-level,512.0,4096.0,4
Infinix,Black,4.2,12999.0,0.0,Mid-range,4096.0,65536.0,3
Infinix,Other,4.4,7199.0,800.0,Entry-level,2048.0,32768.0,2
Infinix,Green,4.2,12499.0,2500.0,Mid-range,6144.0,131072.0,2
OPPO,Silver/Gray,4.3,21990.0,2000.0,Mid-range,8192.0,131072.0,4
SAMSUNG,Black,3.9,5920.0,0.0,Entry-level,768.0,4096.0,1
GIONEE,Black,3.9,1099.0,0.0,Entry-level,8.0,16.0,0
Infinix,Black,4.1,11999.0,0.0,Mid-range,4096.0,65536.0,3
realme,Silver/Gray,4.4,12999.0,0.0,Mid-range,4096.0,65536.0,4
Motorola,Black,4.3,11829.0,0.0,Mid-range,6144.0,65536.0,3
OPPO,Black,4.2,9990.0,0.0,Entry-level,2048.0,16384.0,3
Xiaomi,Red,4.3,14999.0,0.0,Mid-range,4096.0,65536.0,4
SAMSUNG,White,4.2,8490.0,0.0,Entry-level,1536.0,16384.0,4
vivo,Other,4.5,19990.0,5000.0,Mid-range,6144.0,65536.0,4
realme,Blue,4.3,16499.0,500.0,Mid-range,4096.0,131072.0,1
Infinix,Other,4.3,10999.0,2999.9999999999995,Mid-range,6144.0,65536.0,2
Infinix,Red,3.9,16999.0,0.0,Mid-range,4096.0,65536.0,2
realme,Blue,4.4,12999.0,0.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.5,8999.0,1000.0,Entry-level,3072.0,32768.0,1
ASUS,Gold/Yellow,3.8,4649.0,0.0,Entry-level,1024.0,8192.0,0
OPPO,Blue,4.4,24989.0,0.0,Mid-range,8192.0,131072.0,3
Nokia,Blue,4.1,11199.0,0.0,Mid-range,4096.0,65536.0,3
Nokia,Blue,4.0,7712.0,0.0,Entry-level,1024.0,8192.0,3
realme,Blue,4.5,17999.0,0.0,Mid-range,4096.0,131072.0,1
Lenovo,Silver/Gray,4.0,8499.0,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,Blue,4.3,17990.0,0.0,Mid-range,4096.0,32768.0,1
SAMSUNG,Blue,4.3,10990.0,300.0,Mid-range,3072.0,32768.0,1
HTC,White,4.0,25999.0,0.0,Mid-range,2048.0,16384.0,2
vivo,Black,4.3,13989.999999999998,2999.9999999999995,Mid-range,8192.0,131072.0,1
Xiaomi,Blue,4.3,13500.000000000002,0.0,Mid-range,4096.0,65536.0,1
Nokia,Black,3.9,10000.0,0.0,Mid-range,2048.0,16384.0,3
realme,Blue,4.4,6499.0,500.0,Entry-level,2048.0,16384.0,1
Nokia,White,3.8,7399.0,0.0,Entry-level,512.0,32768.0,2
realme,Silver/Gray,4.3,19999.0,2000.0,Mid-range,6144.0,131072.0,4
Nokia,Black,4.0,6989.999999999999,0.0,Entry-level,3072.0,32768.0,3
SAMSUNG,Other,4.1,20999.0,2999.9999999999995,Mid-range,6144.0,131072.0,4
SAMSUNG,Blue,4.3,8190.0,0.0,Entry-level,2048.0,16384.0,1
Nokia,Red,3.9,4672.0,0.0,Entry-level,1024.0,8192.0,2
Apple,Other,4.4,34900.0,0.0,Upper mid-range,2048.0,32768.0,0
SAMSUNG,Blue,4.3,12499.0,301.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.3,27839.0,4050.0,Upper mid-range,8192.0,131072.0,1
OPPO,Red,4.2,9990.0,0.0,Entry-level,2048.0,16384.0,4
Apple,Black,4.5,34900.0,0.0,Upper mid-range,2048.0,131072.0,0
Xiaomi,Blue,4.3,23990.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.1,1549.0,0.0,Entry-level,153.0,153.0,1
ASUS,Black,4.0,9599.0,0.0,Entry-level,4096.0,65536.0,0
realme,Other,4.4,11999.0,0.0,Mid-range,4096.0,131072.0,4
Apple,Silver/Gray,4.6,49900.0,0.0,Upper mid-range,3072.0,65536.0,0
realme,Black,4.3,7499.0,500.0,Entry-level,2048.0,32768.0,1
vivo,Other,3.9,18990.0,4000.0,Mid-range,8192.0,131072.0,4
SAMSUNG,Black,4.2,13984.000000000002,1514.9999999999998,Mid-range,6144.0,131072.0,1
Apple,White,4.5,44900.0,0.0,Upper mid-range,2048.0,131072.0,0
Motorola,Other,4.1,7999.0,2000.0,Entry-level,4096.0,65536.0,2
realme,Other,4.3,29999.0,2999.9999999999995,Upper mid-range,12288.0,262144.0,4
realme,Black,4.4,6999.0,1000.0,Entry-level,2048.0,32768.0,1
Xiaomi,Black,4.3,10999.0,0.0,Mid-range,4096.0,65536.0,1
HTC,White,3.7,9590.0,0.0,Entry-level,1024.0,8192.0,2
SAMSUNG,Other,4.3,18499.0,2000.0,Mid-range,6144.0,131072.0,4
SAMSUNG,Black,4.4,22930.0,4060.0,Mid-range,8192.0,131072.0,1
POCO,Green,4.3,14999.0,2000.0,Mid-range,6144.0,65536.0,1
SAMSUNG,Green,4.3,11599.0,1300.9999999999998,Mid-range,3072.0,32768.0,1
GIONEE,Black,4.1,7899.0,0.0,Entry-level,4096.0,65536.0,0
realme,Blue,4.3,15499.0,1499.9999999999998,Mid-range,6144.0,131072.0,1
SAMSUNG,Red,4.3,12900.0,0.0,Mid-range,3072.0,32768.0,4
OPPO,Black,4.3,16990.0,1000.0,Mid-range,6144.0,131072.0,3
GIONEE,Gold/Yellow,3.8,5990.0,0.0,Entry-level,3072.0,32768.0,0
realme,Red,4.3,12799.0,0.0,Mid-range,6144.0,131072.0,4
SAMSUNG,Gold/Yellow,4.3,13800.0,0.0,Mid-range,2048.0,16384.0,1
Motorola,White,4.1,5999.0,0.0,Entry-level,1024.0,8192.0,2
SAMSUNG,Black,4.2,15999.0,0.0,Mid-range,4096.0,65536.0,1
Lenovo,White,4.0,9999.0,0.0,Entry-level,1024.0,8192.0,2
vivo,Other,4.4,28990.0,0.0,Mid-range,3072.0,65536.0,4
Motorola,White,4.2,6900.0,0.0,Entry-level,2048.0,16384.0,2
Infinix,Black,4.4,11999.0,0.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Black,4.3,7990.000000000001,0.0,Entry-level,1536.0,8192.0,1
Nokia,Other,4.0,36999.0,0.0,Upper mid-range,4096.0,65536.0,2
SAMSUNG,Black,4.4,19990.0,0.0,Mid-range,4096.0,65536.0,1
Lenovo,Other,4.0,9150.0,0.0,Entry-level,4096.0,32768.0,2
POCO,Red,4.5,14999.0,4000.0,Mid-range,6144.0,65536.0,4
SAMSUNG,Blue,4.2,15398.999999999998,100.0,Mid-range,4096.0,65536.0,1
LG,Blue,3.9,8399.0,0.0,Entry-level,3072.0,32768.0,3
Apple,Red,4.5,42900.0,0.0,Upper mid-range,3072.0,131072.0,0
Nokia,Black,4.2,2450.0,0.0,Entry-level,16.0,16.0,3
SAMSUNG,Blue,4.2,11745.0,0.0,Mid-range,3072.0,32768.0,1
realme,Black,4.4,10990.0,4000.0,Mid-range,4096.0,65536.0,1
realme,Gold/Yellow,4.3,17999.0,2000.0,Mid-range,6144.0,131072.0,1
Apple,White,4.6,47999.0,4901.0,Flagship,3072.0,131072.0,0
SAMSUNG,Gold/Yellow,4.1,7400.0,0.0,Entry-level,1024.0,8192.0,1
vivo,Other,4.5,15490.0,4000.0,Mid-range,8192.0,262144.0,4
vivo,Blue,4.4,14990.0,0.0,Mid-range,12288.0,262144.0,1
POCO,Gold/Yellow,4.4,18999.0,2999.9999999999995,Mid-range,8192.0,131072.0,1
SAMSUNG,Black,3.8,3500.0,0.0,Entry-level,512.0,4096.0,1
GIONEE,White,3.9,8999.0,0.0,Entry-level,3072.0,16384.0,0
vivo,Blue,4.4,19990.0,0.0,Mid-range,4096.0,131072.0,1
OPPO,Red,4.4,12990.0,0.0,Mid-range,3072.0,32768.0,4
GIONEE,Other,4.0,21499.0,0.0,Mid-range,4096.0,65536.0,0
OPPO,Black,4.3,15490.0,0.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Blue,4.3,49980.0,0.0,Upper mid-range,8192.0,131072.0,1
realme,White,4.4,16999.0,1000.0,Mid-range,8192.0,131072.0,4
SAMSUNG,Blue,4.3,15890.0,100.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Blue,4.4,13995.0,459.99999999999994,Mid-range,4096.0,65536.0,1
OPPO,Blue,3.8,17490.0,3500.0,Mid-range,6144.0,131072.0,3
Lenovo,White,4.1,6999.0,0.0,Entry-level,2048.0,16384.0,2
realme,Green,4.5,13999.000000000002,1000.0,Mid-range,4096.0,65536.0,1
ASUS,Black,4.6,40999.0,0.0,Upper mid-range,8192.0,131072.0,0
vivo,Black,4.3,8990.0,0.0,Entry-level,2048.0,16384.0,1
POCO,Black,4.5,14999.0,2000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.3,13800.0,1214.0,Mid-range,2048.0,16384.0,1
realme,Other,4.3,7299.0,700.0,Entry-level,2048.0,32768.0,4
LG,Black,4.0,8499.0,0.0,Entry-level,2048.0,16384.0,3
SAMSUNG,Green,4.3,15499.0,500.0,Mid-range,4096.0,131072.0,1
Motorola,Gold/Yellow,4.4,27998.999999999996,0.0,Mid-range,4096.0,65536.0,3
GIONEE,Blue,3.8,7299.0,2700.0,Entry-level,3072.0,32768.0,0
SAMSUNG,Red,4.3,30500.0,2600.0,Upper mid-range,8192.0,131072.0,4
LG,Green,3.8,12790.000000000002,0.0,Mid-range,4096.0,65536.0,2
SAMSUNG,Silver/Gray,4.2,5900.0,0.0,Entry-level,1024.0,16384.0,4
realme,Blue,4.4,10999.0,2000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Other,4.2,11745.0,0.0,Mid-range,3072.0,32768.0,4
SAMSUNG,White,4.3,11700.0,0.0,Mid-range,1536.0,16384.0,4
OPPO,Black,4.4,24768.000000000004,222.0,Mid-range,8192.0,131072.0,3
Xiaomi,Black,4.2,19100.0,0.0,Mid-range,6144.0,133120.0,1
Nokia,Other,4.0,10399.0,1100.0,Mid-range,3072.0,65536.0,2
GIONEE,White,3.8,4850.0,0.0,Entry-level,1024.0,8192.0,0
vivo,Black,4.4,14990.0,0.0,Mid-range,8192.0,131072.0,1
LG,Black,4.0,7999.0,0.0,Entry-level,2048.0,16384.0,3
SAMSUNG,Blue,4.2,5900.0,0.0,Entry-level,1024.0,16384.0,1
Lenovo,White,3.7,7990.000000000001,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,White,3.9,5110.0,0.0,Entry-level,512.0,4096.0,4
Nokia,Black,4.1,1680.0,82.0,Entry-level,4.0,4.0,3
Nokia,Black,3.7,14999.0,0.0,Mid-range,6144.0,65536.0,3
Nokia,Other,4.0,13699.0,0.0,Mid-range,3072.0,32768.0,2
Lenovo,Black,4.2,10999.0,0.0,Mid-range,3072.0,32768.0,3
GIONEE,Gold/Yellow,3.9,5290.0,0.0,Entry-level,3072.0,16384.0,0
Xiaomi,Green,4.1,7698.0,0.0,Entry-level,2048.0,32768.0,1
Nokia,Black,4.1,3099.9999999999995,0.0,Entry-level,16.0,16.0,3
OPPO,Green,4.3,11960.0,1030.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Gold/Yellow,4.1,46300.0,0.0,Upper mid-range,4096.0,32768.0,1
Apple,Blue,4.6,47999.0,4901.0,Flagship,3072.0,131072.0,0
SAMSUNG,Black,4.2,14999.0,0.0,Mid-range,4096.0,131072.0,1
Lenovo,Gold/Yellow,4.1,13499.0,0.0,Mid-range,4096.0,65536.0,3
Lenovo,Black,3.9,8250.0,0.0,Entry-level,3072.0,32768.0,3
SAMSUNG,Blue,3.9,5999.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Gold/Yellow,4.0,6999.0,0.0,Entry-level,1024.0,8192.0,1
Apple,Black,4.5,36999.0,901.0,Upper mid-range,3072.0,32768.0,0
LG,Black,3.9,6299.0,0.0,Entry-level,512.0,4096.0,3
HTC,Blue,3.7,13200.0,0.0,Mid-range,2048.0,16384.0,0
SAMSUNG,White,4.0,10800.0,0.0,Mid-range,1024.0,16384.0,4
SAMSUNG,Gold/Yellow,4.1,15999.0,741.0,Mid-range,1536.0,8192.0,1
Google Pixel,Other,4.3,29990.0,0.0,Upper mid-range,2048.0,32768.0,0
Nokia,Black,4.2,1625.0,0.0,Entry-level,4.0,8.0,3
Xiaomi,Black,4.3,7989.0,0.0,Entry-level,2048.0,32768.0,1
Xiaomi,Blue,4.4,12999.0,0.0,Mid-range,4096.0,65536.0,1
OPPO,Black,4.4,9940.0,0.0,Entry-level,3072.0,16384.0,3
SAMSUNG,Black,4.2,25990.0,0.0,Mid-range,2048.0,32768.0,1
SAMSUNG,Gold/Yellow,4.3,9500.0,0.0,Entry-level,2048.0,16384.0,1
OPPO,Green,4.3,14990.0,4000.0,Mid-range,4096.0,131072.0,3
Infinix,Blue,3.9,16999.0,0.0,Mid-range,4096.0,65536.0,3
realme,Gold/Yellow,4.4,19999.0,2000.0,Mid-range,8192.0,131072.0,1
Nokia,Black,4.2,2540.0,0.0,Entry-level,4.0,4.0,3
SAMSUNG,White,3.9,5940.0,0.0,Entry-level,768.0,4096.0,4
GIONEE,White,3.8,2798.9999999999995,0.0,Entry-level,1024.0,16384.0,0
LG,Other,4.0,9990.0,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,Black,4.1,7400.0,0.0,Entry-level,1024.0,8192.0,1
ASUS,Silver/Gray,4.3,43999.0,0.0,Upper mid-range,8192.0,262144.0,0
ASUS,Gold/Yellow,4.0,7668.0,0.0,Entry-level,2048.0,16384.0,0
SAMSUNG,Red,4.3,8700.0,0.0,Entry-level,2048.0,32768.0,4
Xiaomi,Black,4.2,10450.0,0.0,Mid-range,3072.0,65536.0,1
Lenovo,White,3.8,4499.0,2999.9999999999995,Entry-level,1024.0,16384.0,2
Xiaomi,Red,4.4,11999.0,991.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Black,4.1,9999.0,0.0,Entry-level,1536.0,8192.0,1
realme,White,4.3,14999.0,2000.0,Mid-range,6144.0,65536.0,4
SAMSUNG,Red,4.0,7899.999999999999,0.0,Entry-level,2048.0,32768.0,4
vivo,Gold/Yellow,4.4,15990.000000000002,0.0,Mid-range,4096.0,32768.0,1
Lenovo,Other,4.0,7999.0,0.0,Entry-level,4096.0,32768.0,2
OPPO,Black,4.2,12500.0,0.0,Mid-range,3072.0,16384.0,3
LG,White,4.2,15532.0,0.0,Mid-range,1024.0,8192.0,2
SAMSUNG,Blue,4.3,10399.0,601.0,Mid-range,3072.0,32768.0,1
SAMSUNG,Blue,4.2,14839.0,2061.0,Mid-range,6144.0,65536.0,1
SAMSUNG,Black,4.4,13500.000000000002,0.0,Mid-range,3072.0,32768.0,1
OPPO,Black,4.4,14990.0,2999.9999999999995,Mid-range,4096.0,131072.0,3
LG,Silver/Gray,4.2,29199.0,0.0,Upper mid-range,4096.0,65536.0,2
Infinix,Silver/Gray,4.2,18999.0,0.0,Mid-range,8192.0,131072.0,2
Infinix,Other,4.4,9999.0,2000.0,Mid-range,4096.0,65536.0,2
SAMSUNG,White,4.2,13999.000000000002,0.0,Mid-range,4096.0,65536.0,4
Motorola,Blue,4.1,6999.0,2999.9999999999995,Entry-level,2048.0,32768.0,3
SAMSUNG,Blue,4.2,11499.0,1499.9999999999998,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.3,17194.0,0.0,Mid-range,6144.0,131072.0,1
HTC,Other,3.9,25500.0,0.0,Mid-range,2048.0,16384.0,0
POCO,Black,4.4,11499.0,3500.0,Mid-range,6144.0,131072.0,1
Lenovo,Black,4.0,29999.0,0.0,Upper mid-range,3072.0,32768.0,3
SAMSUNG,Other,4.1,46300.0,0.0,Upper mid-range,4096.0,32768.0,4
GIONEE,Gold/Yellow,4.0,5149.0,0.0,Entry-level,2048.0,16384.0,0
SAMSUNG,Blue,4.3,9500.0,0.0,Entry-level,2048.0,16384.0,1
realme,Black,4.3,29999.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
Nokia,White,3.8,6295.000000000001,0.0,Entry-level,1024.0,8192.0,2
LG,Other,4.0,9999.0,0.0,Entry-level,4096.0,65536.0,2
LG,Other,4.1,12999.0,0.0,Mid-range,2048.0,16384.0,2
OPPO,Other,4.3,21990.0,2000.0,Mid-range,8192.0,131072.0,4
Motorola,Other,4.3,14499.0,2500.0,Mid-range,4096.0,65536.0,2
SAMSUNG,Gold/Yellow,4.3,13999.000000000002,1000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.4,10000.0,0.0,Mid-range,2048.0,32768.0,1
Motorola,Other,4.3,12999.0,2999.9999999999995,Mid-range,4096.0,65536.0,2
OPPO,Other,4.2,12990.0,0.0,Mid-range,3072.0,32768.0,4
realme,Blue,4.4,9999.0,1000.0,Mid-range,4096.0,65536.0,1
Infinix,Black,4.3,10999.0,2999.9999999999995,Mid-range,4096.0,65536.0,3
Nokia,Black,3.9,9999.0,0.0,Entry-level,2048.0,16384.0,3
GIONEE,Black,3.9,11499.0,0.0,Mid-range,3072.0,32768.0,0
SAMSUNG,Black,4.3,7999.0,0.0,Entry-level,2048.0,16384.0,1
Lenovo,White,4.0,7000.0,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,Black,4.2,19900.0,0.0,Mid-range,2048.0,16384.0,1
SAMSUNG,White,4.1,10990.0,0.0,Mid-range,1536.0,8192.0,4
realme,Other,4.6,36999.0,0.0,Upper mid-range,12288.0,262144.0,4
OPPO,Black,4.4,15000.0,0.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Silver/Gray,4.3,17000.0,4540.0,Mid-range,6144.0,131072.0,4
Nokia,Black,4.2,1332.0,0.0,Entry-level,4.0,4.0,3
SAMSUNG,Blue,4.2,15499.0,0.0,Mid-range,6144.0,131072.0,1
realme,Black,4.3,8999.0,1000.0,Entry-level,3072.0,32768.0,1
realme,White,4.4,14999.0,2999.9999999999995,Mid-range,6144.0,65536.0,4
OPPO,Gold/Yellow,4.3,22990.0,0.0,Mid-range,6144.0,65536.0,3
Nokia,Black,4.1,2533.0,110.0,Entry-level,4.0,4.0,3
vivo,Other,4.5,49989.99999999999,5000.0,Flagship,8192.0,262144.0,4
Motorola,Black,4.2,23999.0,0.0,Mid-range,2048.0,16384.0,3
Xiaomi,Other,4.2,21999.0,2999.9999999999995,Mid-range,6144.0,131072.0,4
SAMSUNG,White,4.3,12999.0,0.0,Mid-range,2048.0,16384.0,4
realme,Green,4.3,14999.0,0.0,Mid-range,4096.0,131072.0,1
OPPO,Other,4.3,22990.0,0.0,Mid-range,8192.0,131072.0,4
Xiaomi,Other,4.3,18887.0,731.0,Mid-range,6144.0,131072.0,4
Lenovo,Gold/Yellow,3.7,17499.0,0.0,Mid-range,2048.0,32768.0,3
realme,Blue,4.4,7499.0,1499.9999999999998,Entry-level,3072.0,32768.0,1
SAMSUNG,Black,4.3,13500.000000000002,0.0,Mid-range,3072.0,32768.0,1
Xiaomi,Other,4.3,28999.0,5000.0,Upper mid-range,8192.0,131072.0,4
OPPO,Gold/Yellow,4.3,15990.000000000002,0.0,Mid-range,4096.0,131072.0,3
GIONEE,Gold/Yellow,3.9,5999.0,0.0,Entry-level,3072.0,32768.0,0
GIONEE,White,4.1,15999.0,0.0,Mid-range,2048.0,16384.0,0
SAMSUNG,Blue,4.1,21700.0,0.0,Mid-range,6144.0,131072.0,1
ASUS,Black,4.2,9599.0,0.0,Entry-level,3072.0,32768.0,0
POCO,Black,4.4,14999.0,2999.9999999999995,Mid-range,6144.0,65536.0,1
Lenovo,Other,4.0,8999.0,0.0,Entry-level,4096.0,32768.0,2
Google Pixel,Other,4.3,25990.0,0.0,Mid-range,2048.0,16384.0,0
realme,Blue,4.4,8999.0,2000.0,Mid-range,3072.0,32768.0,1
SAMSUNG,White,4.0,5999.0,0.0,Entry-level,1024.0,8192.0,4
LG,Other,3.8,14999.0,0.0,Mid-range,4096.0,65536.0,2
realme,Silver/Gray,4.3,8499.0,2500.0,Mid-range,3072.0,32768.0,4
LG,White,4.5,26299.0,0.0,Mid-range,2048.0,16384.0,2
POCO,Black,4.3,11999.0,1000.0,Mid-range,6144.0,65536.0,1
realme,Green,4.5,11999.0,0.0,Mid-range,4096.0,131072.0,1
SAMSUNG,Red,4.2,8999.0,0.0,Entry-level,3072.0,32768.0,4
Infinix,Black,4.3,13999.000000000002,0.0,Mid-range,6144.0,131072.0,3
Lenovo,Silver/Gray,4.0,7598.999999999999,0.0,Entry-level,4096.0,32768.0,2
Nokia,Black,4.2,1349.0,250.0,Entry-level,4.0,4.0,3
vivo,Black,4.3,13995.0,0.0,Mid-range,8192.0,262144.0,1
Apple,Gold/Yellow,4.5,41999.0,0.0,Upper mid-range,2048.0,16384.0,0
Xiaomi,Black,4.1,14999.0,0.0,Mid-range,6144.0,65536.0,1
Nokia,Black,4.2,1999.9999999999998,0.0,Entry-level,4.0,4.0,3
OPPO,Black,4.3,15990.000000000002,1000.0,Mid-range,6144.0,131072.0,3
GIONEE,Black,3.8,3489.9999999999995,0.0,Entry-level,1024.0,8192.0,0
HTC,Blue,3.9,21990.0,0.0,Mid-range,1024.0,16384.0,0
Xiaomi,Other,4.4,26495.0,2495.0,Mid-range,6144.0,131072.0,4
Lenovo,Black,3.9,7999.0,0.0,Entry-level,3072.0,16384.0,3
SAMSUNG,Silver/Gray,4.2,17499.0,1499.9999999999998,Mid-range,6144.0,131072.0,4
SAMSUNG,Black,4.4,27998.999999999996,0.0,Mid-range,8192.0,131072.0,1
Lenovo,Black,4.1,11999.0,0.0,Mid-range,4096.0,65536.0,3
realme,Other,4.3,21999.0,2000.0,Mid-range,8192.0,131072.0,4
OPPO,Other,3.7,38999.0,0.0,Upper mid-range,8192.0,131072.0,4
Nokia,Blue,4.3,18599.0,0.0,Mid-range,4096.0,65536.0,3
OPPO,Black,3.7,10490.0,0.0,Mid-range,3072.0,32768.0,3
OPPO,Blue,4.4,9490.0,1499.9999999999998,Mid-range,3072.0,32768.0,3
SAMSUNG,White,4.2,11730.0,1170.0,Mid-range,4096.0,65536.0,4
ASUS,Silver/Gray,4.5,43999.0,0.0,Upper mid-range,8192.0,262144.0,0
OPPO,Blue,4.3,23990.0,677.0000000000001,Mid-range,6144.0,65536.0,3
SAMSUNG,Black,4.2,12499.0,1499.9999999999998,Mid-range,4096.0,131072.0,1
OPPO,Other,4.4,9500.0,0.0,Entry-level,2048.0,16384.0,4
OPPO,Blue,4.4,18990.0,4000.0,Mid-range,8192.0,131072.0,3
vivo,Black,4.4,15900.0,0.0,Mid-range,12288.0,262144.0,1
Infinix,Other,4.3,9999.0,0.0,Entry-level,4096.0,65536.0,2
Motorola,White,4.2,17499.0,0.0,Mid-range,2048.0,16384.0,2
OPPO,Green,4.3,15490.0,0.0,Mid-range,4096.0,65536.0,3
OPPO,Black,3.8,10000.0,0.0,Mid-range,1024.0,16384.0,3
SAMSUNG,Green,4.3,13695.000000000002,1205.0,Mid-range,4096.0,65536.0,1
Lenovo,Other,3.9,5499.0,0.0,Entry-level,1024.0,8192.0,2
POCO,Blue,4.4,16499.0,3500.0,Mid-range,6144.0,131072.0,1
vivo,Black,4.3,21990.0,0.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Black,4.4,21990.0,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.0,7549.999999999999,0.0,Entry-level,1024.0,8192.0,1
realme,Other,4.4,9999.0,0.0,Entry-level,4096.0,65536.0,4
SAMSUNG,Black,3.9,14999.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Other,4.3,19999.0,2500.0,Mid-range,6144.0,131072.0,4
vivo,Black,4.4,17000.0,0.0,Mid-range,4096.0,32768.0,1
GIONEE,Gold/Yellow,3.8,3489.9999999999995,2509.0,Entry-level,1024.0,8192.0,0
SAMSUNG,Black,4.3,16200.000000000002,0.0,Mid-range,2048.0,16384.0,1
SAMSUNG,Gold/Yellow,4.2,10990.0,0.0,Mid-range,2048.0,16384.0,1
OPPO,Red,4.4,22990.0,0.0,Mid-range,4096.0,65536.0,4
realme,White,4.5,20999.0,0.0,Mid-range,8192.0,131072.0,4
SAMSUNG,Red,3.9,5990.0,0.0,Entry-level,2048.0,32768.0,4
GIONEE,Black,3.9,3149.9999999999995,0.0,Entry-level,64.0,128.0,0
Xiaomi,Other,4.4,19799.0,0.0,Mid-range,6144.0,131072.0,4
Motorola,Black,4.4,24999.0,0.0,Mid-range,3072.0,32768.0,3
SAMSUNG,Black,4.1,22999.0,2999.9999999999995,Mid-range,8192.0,131072.0,1
vivo,Gold/Yellow,4.3,11999.0,0.0,Mid-range,3072.0,32768.0,1
Apple,Red,4.7,38999.0,901.0,Upper mid-range,2048.0,65536.0,0
OPPO,Silver/Gray,4.3,11249.0,0.0,Mid-range,3072.0,32768.0,4
SAMSUNG,Black,4.4,1599.0,0.0,Entry-level,10.0,2.0,1
Nokia,Other,4.2,13790.0,0.0,Mid-range,4096.0,65536.0,2
